addr:housenumber,addr:street,name:en,reservation,memorial,title,lgbtq,brand,description,latitude,brand:wikipedia,common_tags,wikipedia,image,wheelchair,checkIn,name,wheelchair:description,addr:postcode,address,checkOut,note,takeaway,cuisine,beauty,shop,wikimedia_commons,contact:website,longitude,toilets:wheelchair,hours,stars,changing_table,toilets,url,internet_access,alt,smoking,opening_hours,type,phone,amenity,old_name,price,website,meal,Micheline,category,Service,room_facilities,accommodation_type,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size,indoor/outdoor seating,dietary
328,Krijn Taconiskade,,,,Dok48,,,,52.35282,,X   yes 101 no 52 No 1 12001630 1 17002300 1 MoSu 16452200 FrSa 0000020016452400 1 16002000Tu off 1 SuTh 12002230 FrSa 12002330 1 MoSa 17302100 1 TuSu 17002100 1 X yes 217 no 4 X X yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1  no 149 outside 100 isolated 7 separated 7 dedicated 3 yes 1   yes 368 no 41 only 25 X,,,,,DOK48,,1087HW,Krijn Taconiskade 328,,,no,,,,,,5.00534,,,,,,httpwwwdok48nl,,,outside,TuSu 11002359,drink,31 20 330 6817,restaurant,,,httpswwwdok48nl,,,,,,,soft drink,Classical,Intimate,,,,,,,,,,,indoor and outdoor,
1491,IJburglaan,,,,Espressofabriek,,,Coffee bar,52.35187,,X X X X    yes 368 no 41 only 25 X,,,,,Merza,,1087KM,IJburglaan 1489,,,yes,turkish,,,,,5.00209,,,,,,,,,,We SaMo 15000045 Tu ThFr 13000045,drink,31 20 416 1649,restaurant,,,httpsmerzasitedishshop,,,,,,,Coffee,Jazz,Casual,,,,,,,,,,,,
432,Krijn Taconiskade,,,,The Lighthouse,,,,52.35365,,X X   X,,,,,The Marina Club,,1087HW,Krijn Taconiskade 432,,,,,,,,,5.00648,,,,,,,,,,,drink,31 20 7508395,restaurant,,,httpwwwthemarinaclubcomamsterdam,,,,,,,coffee,Classical,Intimate,,,,,,,,,,,,
124,Krijn Taconiskade,,,,NAP,,,A harbourside cafe and restaurant with a view of the marina You can just stop by for a cup of coffee have breakfast lunch or dinner Stylish interior,52.35286,,X X X X X    X,,,,,NAP Amsterdam,,1087HV,Krijn Taconiskade 124,,,,international,,,,,5.00334,,,,,,httpwwwnapamsterdamnl,,,,MoTh 08300000 Fr 08300300 Sa 10000100 Su 10000000,drink,31 20 416 4000,restaurant,,,httpswwwnapamsterdamnl,,,,,,,Coffee,Ambient,Chic,,,,,,,,,,,,
1264,Veemkade,,,,Odessa,,,,52.37451,,X X  X   X yes 2234 limited 983 no 881,,,yes,,The Flowery,,1019CZ,Veemkade 259,,,,,,florist,,,4.93763,,,,,,httpodessapizzagrillnl,,,,MoTh 08301800 FrSa 08301900,drink,31 20 419 8035,,,,httpswwwtheflowerynl,,,,,,,Tea,Jazz,Chic,,,,,,,,,,,,
,,,,,Panama,,,This nightclub is relatively close to the city centre It has its fair share of nice nights and the view on the water is excellent,52.37491,,X     X,,,,,,,,Oostelijke Handelskade 4,,,,,,,,,4.93021,,,,,,httpwwwpanamanl,,,,,drink,,,,,,,,,,,,,Electronic,Chic,,,,,,,,,,,,
55,sGravesandestraat,,,,Tonight Club,,,,52.36123,,X    X X yes 2234 limited 983 no 881,,,yes,,Hotel Arena,,1092AA,Hotel Arena s Gravesandestraat 51,,,,,,,,,4.9163,,,4,,,httpwwwhotelarenanl,,,,,drink,31 20 850 2400,hotel,,,httpswwwhotelarenanl,,,,,,,Beer,Classical,No,,,,,,,,,,,,
150,Wibautstraat,,,,Canvas,,,A restaurantbarclub this urban and edgy den in a former newspaper office is a great place to go out at night With nice views of the city and a varied music repertoire alternative jazz funk its one of the hidden secrets too often overlooked by foreign visitors Try one of the cocktails,52.35378,,X X X yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1   X yes 2234 limited 983 no 881,,,yes,,Canvas,,1091GR,7F Volkshotel Wibautstraat 150,,,,,,,,,4.91195,,MTh 07000100 F 07000400 Sa 08000400 Su 08000100,,,,httpwwwcanvasopde7enl,,,,MoSu 07000100,drink,31 20 2612100,restaurant,,,httpswwwvolkshotelnlencanvas,,,,,,,cocktail,Alternative,Chic,,,,,,,,,,,outdoor,
,,,,,Camping Zeeburg,,,This campground is near the city It has camping cabins wagonettes tent sites and RV sites A good store free wifi and restaurantbar round out the amenities A good clean and cheap place to stay if you do not mind walking to the bathroom and paying €80 for a hot shower,52.36522,,X shop 13 X,,,,,,,,Zuider IJdijk 20,,,,,,rental,,,4.96071,,,,,,,,,,,sleep,31 20 6944430,bicyclerental,,,,,,,Clean,"Possible room facilities include
 Private bath 
 Air conditioning
 Bath
 View
 Kitchen
 TV
 Number of beds",Campground,,,,,No,,No,No,,No,,,,,
21,Timorplein,,,,Stayokay Zeeburg,,,This 480 bed hostel is located to the east of the city centre in a typical Amsterdam neighbourhood Amsterdams historic centre is less than 15 minutes away by bike or tram The hostel is in the same building as Studio K a budget diner and movie theatre,52.36533,,wlan 431 yes 64 no 20  X     X yes 2234 limited 983 no 881,,,yes,,Stayokay Amsterdam Oost,,1094CC,Timorplein 21,,,,,,,,,4.9355,,,,,,httpwwwstayokaycom,wlan,,,,sleep,31 20 5513190,hostel,,,httpswwwstayokaycomhostelamsterdamzeeburg,,,,,"Number of beds 480
 Location Amsterdams east city centre
 Nearby amenities Studio K budget diner and movie theatre",Hostel,,,,,,,,,,No,,480,,,
57,Jan Olphert Vaillantlaan,,,,BB Lieve Nachten,,,,52.36177,,X X  X    X,,,,,Rikit Hair,,1086XZ,Jan Olphert Vaillantlaan 77,,,,,,hairdresser,,,4.97719,,,,,,httplievenachtennl,,,,,sleep,31 20 673 1328,,,,httpswwwrikithairnl,,,,,,,,,,,,,,,,,,,,,
,,,,,Bastion Hotel Amstel,,,Comfortable but lacking in charm 4 star hotel near OverAmstel metro 10 minutes walk then 10 minutes train ride to Centraal Station But without pedestrian access to the road  you have to take your chance with the traffic,52.33366,,X,,,,,,,,Verlengde van Marwijk Kooystraat 30,,,,,,,,,4.92761,,,,,,httpwwwbastionhotelsnlen,,,,,sleep,31 20 6634567,hotel,,€70,,,,,,"Based on the description provided the possible room facilities for this hotel may include

 Air conditioning
 Private bath
 TV
 Possibly a balcony or view not explicitly mentioned but common in hotels
 Likely a standard number of beds for a hotel room
 Average size room

Please note that kitchen facilities are not mentioned so they are likely not available in the rooms",Hotel,,,,medium,,,,No,,,,,,,
,,,,,Mövenpick Hotel,,,The hotel is located in the Eastern Docklands the renewed area of the city centre which makes it perfect for business or pleasure,52.37801,,X X X yes 2234 limited 983 no 881,,,yes,,Amsterbike,,,Piet Heinkade 11,,,,,,bicycle,,,4.91363,,,,,,httpwwwmoevenpickhotelscom,,,,,sleep,31 20 5191200,bicyclerental,,€149,,,,,,"View
 Air conditioning",Hotel,,,,Medium,,,,,,,,,,,
15,Keizersgracht,,,,Brouwersgracht,,,This canal is sometimes cited as the most beautiful street of Amsterdam The name Brewers Canal refers to the many beer breweries along the canal in the 16th and 17th centuries Nowadays theres just one distillery left De Ooievaar that has been located here since 1782 and specializes in Dutch jenever and liquors The warehouses here used to store goods such as coffee spices and leather but now serve a residential purpose Traditional warehouses with the row of spout gables can be found at Brouwersgracht 196–188 and at 204 206 208 and 210 Also check out the wideopen red shutters at Groene Valk 192 and Grouwe Valk 194 Geloof Brouwersgracht 218 shows the typical neck gable designed by Philips Vingboons,52.379431,,X  wlan 431 yes 64 no 20  X     X,,,,,Sebastians,,1015CC,,,,,,,,,,4.890879,,,,,,,wlan,,,,see,31 20 423 2342,hotel,,,httpswwwhotelsebastiansnl,,,,,,,,,,,,,,,,,,,,,
45,Noordermarkt,,,,Noorderkerk,,,,52.37968,,yes 1   X X X   X,,,,,Crafted Stories,,1015NA,Noordermarkt 48,,,,,,gift,,,4.886433,,M 10301230 Sa 11001300 AprOct Su 13301730,,,,httpwwwnoorderkerkorg,,,,Mo 10001800 Tu off WeFr 10001800 Sa 10001700 Su off,see,31 20 6266436,,,,httpswwwcraftedstoriesnl,,,,,,,,,,,,,,,,,,,,,
106,Westerstraat,Pianola Museum,,,Pianola Museum,,,A museum about Pianolas from the early 1900s About a dozen are displayed at any one time and every month a piano concert is held,52.378635,,X X X    X  X,,,,,Pianola Museum,,1015MN,Westerstraat 106,,,,,,,CategoryPianola Museum,,4.883573,,Su 14001700,,,,httppianolanlPianolaMuseumWelcomehtml,,,,FrSa 13001700 Su 13001600,see,31 20 6279624,museum,,€5,httpswwwpianolanl,,,,,,,,,,,,,,,,,,,,,
,,,,,Lapjesmarkt,,,A specialist market concentrating on selling cloth and material for making clothes curtains etc Mondays only,,,,,,,,,,,Westerstraat,,,,,,,,,,,M 09001300,,,,,,,,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Lindengracht,,,Selling a wide range of goods fruit and vegetables fish and various household items Saturday only,,,,,,,,,,,,,,,,,,,,,,Sa 09001600,,,,,,,,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Noordermarkt,,,On Monday morning the Noordermarkt is a flea market selling fabrics records secondhand clothing etc and forms part of the Lapjesmarkt mentioned above On Saturday the Noordermarkt is a biological food market selling a wide range of ecological products like organic fruits and vegetables herbs cheese mushrooms etc There is also a small flea market,,,,,,,,,,,,,,,,,,,,,,M 09001300 Sa 09001600,,,,,,,,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Kinnaree,,,Amazing Thai food  Good atmosphere good service despite being quite busy but the food is why you would come here  Highly recommended,,,,,,,,,,,1e Anjeliersdwarsstraat 14,,,,,,,,,,,,,,,httpwwwrestaurantkinnareenl,,,,,eat,31 20  627 71 53,,,,,Dinner,3 start,,,,,,,Casual,,,,,,,,,,,,
,,,,,Mazzo,,,This used to be a famous techno club but they turned it into an Italian restaurant with a nice modern look You can have breakfast lunch or dinner here On the weekends its smart to make a reservation as it can get pretty busy,,,,,,,,,,,Rozengracht 114,,,,,,,,,,,9 am till 1 am,,,,,,,,,eat,31 20344 64 02,,,,,Dinner,No,,,,,,,Chic,,,,,,,,,,,,
,,,,,Long Pura,,,Indonesian food try the rice table,,,,,,,,,,,Rozengracht 4648,,,,,,,,,,,611PM,,,,httpwwwrestaurantlongpuracom,,,,,eat,31 20 6238950,,,,,Dinner,No,,,,,,,Casual,,,,,,,,,,,,
,,,,,Burgermeester,,,Yes they serve burgers here But dont expect a McDonalds wannabe They are quality meat fish or vegetarian burgers The place is so popular that they opened 2 more branches in the city Great if you want to have a quick and inexpensive bite Order the mini trio so you can taste three different small sized burgers,,,,,,,,,,,Elandsgracht 130,,,,,,,,,,,12002300,,,,httpwwwburgermeestereu,,,,,eat,31 900BURGERS,,,,,Lunch,2 start,,,,,,,Casual,,,,,,,,,,,,
,,,,,Barneys,,,A gorgeous brasserie with outside seating which has the best breakfasts in Amsterdam for very reasonable prices Their strawberry milkshakes are to die for,,,,,,,,,,,Haarlemerstraat 98,,,,,,,,,,,,,,,,,,,,eat,,,,,,Breakfast,No,,,,,,,Casual,,,,,,,,,,,,
,,,,,De Korte Prins,,,De Korte Prins is a lunchroom café on the Haarlemmerdijk 8 in the heart of the Jordaan area in Amsterdam The friendly staff serves great bagels rolls and sandwiches for breakfast and lunch In the afternoon the café is filled with coffee lovers who enjoy a rich coffee with a delicious brownie or cheesecake Regulars often drop by for cookies and muffins takeaway as well,,,,,,,,,,,Haarlemmerdijk 8,,,,,,,,,,,Open daily from 8 am till 4 pm Sat 9 am till 6 pm Closed on Sundays,,,,httpwwwdekorteprinsnl,,,,,eat,,,,,,Lunch,No,,,,,,,Casual,,,,,,,,,,,,
,,,,,Proust,,,Proust is a little off the beaten path near the intersection of Brouwersgracht and Prinsengracht but its worth a visit for the inexpensive and satisfying meals as well as the company its a favourite with locals,,,,,,,,,,,Noordermarkt 4,,,,,,,,,,,,,,,,,,,,eat,31 20 623 91 45,,,,,Lunch,No,,,,,,,Casual,,,,,,,,,,,,
73,Haarlemmerstraat,,,,STOUT,,,Nice and modern barcaferestaurant with young people as customers and mattresses on the terrace,52.380168,,X X yes 72 no 22 unisex 2,,,,,Cafe Nobo,,1013EL,Haarlemmerstraat 73,,,,,,,,,4.892317,,,,,yes,httpwwwrestaurantstoutnl,,,,,eat,31 20 616 36 64,cafe,,,,Brunch,No,,,,,,,Chic,,,,,,,,,,,,
,,,,,Vliegende Schotel,,,Since Green Planet is closing you better look for alternative vegetarian hangouts Believe it or not but Vliegende Schotel is even better than its Australiamoving competitor It has big portions of unbelievably good vegetarian food in an unpretentious but authentic atmosphere Minimalistic service and a little walk from the centre but seriously worth it Small selection of organic and fair trade wines and a nonsmoking room,,,,,,,,,,,Nieuwe Leliestraat 162,,,,,,,,,,,,,,,,,,,,eat,,,,Mains €915 daily special €8 Bottle of wine €13,,Dinner,No,,,,,,,Casual,This place would be categorized as cheap based on the price ranges provided,,,,,,,,,,,
,,,,,t Smalle,,,Some say this place has the most beautiful terrace in Amsterdam Its not big but you sit right beside the canal And if its too cold to sit outside check out the beautifully restored interior in this laidback place,,,,,,,,,,,Egelantiersgracht 12,,,,,,,,,,,10000100 Friday and Saturday till 0200,,,,httpwwwtsmallenlsectiondrinken,,,,,drink,31 20 623 96 17,,,,,,,,,,,Beer,Jazz,Intimate,,,,,,,,,,,,
,,,,,Cafe P 96,,,Great character at this pub lovely outdoor terrace on a houseboat makes for a nice evening or afternoon Good selection of Dutch and Belgian beers,,,,,,,,,,,Prinsengracht 96,,,,,,,,,,,800am to 100 am,,,,httpwwwp96nl,,,,,drink,31 20 622 18 64,,,,,,,,,,,Beer,None,Intimate,,,,,,,,,,,,
,,,,,Soundgarden,,,Top metalgrungypunky pub most relaxed drinking atmosphere in town Really nice secluded terrace for drinking beer in the sun can smoke but not buy puff,,,,,,,,,,,Marnixstraat 166,,,,,,,,,,,,,,,httpwwwcafesoundgardennl,,,,,drink,31 20 620 28 53,,,,,,,,,,,beer,Rock,Casual,,,,,,,,,,,,
,,,,,Bar Brandstof,,,Relatively new bar with a big and often busy terrace Gets absolutely crowded on Friday after work hours,,,,,,,,,,,Marnixstraat 357 corner with Rozengracht,,,,,,,,,,,MonThurs08000100 Fri08000300 Sat11000300 Sun11000100,,,,httpwwwbarbrandstofnl,,,,,drink,31 204220813,,,,,,,,,,,beer,Pop,Casual,,,,,,,,,,,,
,,,,,Bar Struik,,,Hangout for the urban 20 and 30somethings Every day except Friday they serve 1 dish for €750 Gets really crowded in the weekends,,,,,,,,,,,Rozengracht 160,,,,,,,,,,,Mon1700100 Tue  Thu 1000  100 Fri 1000  300Sat 1100  300 Sun 1200  100,,,,,,,,,drink,31 206254863,,,Price €750,,,,,,,,beer,Urban,Casual,This place would be categorized as medium,,,,,,,,,,,
,,,,,Cafe Chaos,,,Typical Amsterdam brown bar Throw your peanuts shells on the floor while looking at the furniture,,,,,,,,,,,Looriegracht 144,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,beer,Jazz,Casual,,,,,,,,,,,,
,,,,,Korsakoff,,,A more alternative rundown but cheap place that often has live music Alternative nightspot for fans of metal industrial goth and techno Some live music and popular club nights  A bit off the beaten path but worth it,,,,,,,,,,,Lijnbaansgracht 161,,,,,,,,,,,,,,,httpwwwkorsakoffamsterdamnl,,,,,drink,31 20 625 78 54,,,,,,,,,,,Beer,Alternative,Casual,,,,,,,,,,,,
,,,,,Maloe Melo,,,Live 50s rockabilly bar Drinks are cheap and the crowd are mostly Dutch rockers but the music is good,,,,,,,,,,,Lijnbaansgracht 163,,,,,,,,,,,SundayThursday 21000300 FridaySaturday  21000400,,,,httpwwwmaloemelocom,,,,,drink,31 20 420 45 92,,,,,,,,,,,beer,Rockabilly,Intimate,,,,,,,,,,,,
,,,,,Barneys,,,Multiple Cannabis Cup winner known for its internationallyacclaimed marijuana strains,,,,,,,,,,,Haarlemmerstraat 98,,,,,,,,,,,,,,,httpwwwbarneysbiz,,,,,drink,,,,,,,,,,,,Beer,Reggae,Chic,,,,,,,,,,,,
,,,,,Shelter Jordan Hostel,,,An alcohol and drugfree Christian youth hostel Singlesex dormitories including breakfast bed linen,,,,,,,,,,,Bloemstraat 179,,,,,,,,,,,,,,,httpwwwshelternl,,,,,sleep,31 20 624 47 17,,,From €19,,,,,,"Singlesex dormitories
 Bed linen
 Breakfast",Hostel,,,,Cheap,No,,,No,,No,,,,,
372,Marnixstraat,,,,Hotel de Paris,,,The hotel has 48 rooms and is located near the Waterlooplein flee market,52.365775,,X wlan 431 yes 64 no 20 X    X,,,,1400,Krisotel Amsterdam,,1016XX,Marnixstraat 372,1100,,,,,,,,4.879771,,,,,,httphoteldeparisamsterdamnl,yes,,,,sleep,31 20 622 5587,hotel,,,httpskrisotelcom,,,,,"View
 Number of beds",Hotel,,,,,,,,,,,,,,,
75,Derde Looiersdwarsstraat,,,,Hotel De Looier Amsterdam,,,The hotel is a 3 star hotel located near many of the main Museums of Amsterdam Hotel De Looier Amsterdam was built as a diamond factory in 1886,52.36835,,wlan 431 yes 64 no 20 X     X,,,,1400,De Looier,,1016VD,3e Looiersdwarsstraat 75,1100,,,,,,,httpswwwhoteldelooiercom,4.879661,,,3,,,httpwwwhoteldelooiercom,no,,,,sleep,31 20 625 18 55,yes,,,,,,,,"View
 TV",Hotel,,,,,,,,,,,,,,,
,,,,,DAdmiraal 1792,,,on the bank of the Noordhollands Kanaal in the north ferry from Central Station,,,,,,,,,,,Noordhollandschkanaaldijk 21,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,EYE Film Institute Netherlands,,,EYE is an institute dedicated to the preservation of film for future generations Its the successor of the Filmmuseum It has four film theatres with alternative screenings such as art films In April the Imagine Film Festival is held here with screenings dedicated to exploitation cult and lower budget films Well worth it if youre a fan of the genre,,,,,,,,,,,IJpromenade 1,,,,,,,,,,,SuTh 10002200 FSa 10002300,,,,httpwwweyefilmnlen,,,,,do,31 20 5891400,,,,,,,Museum,,,,,,,,,,,,,,,,,,
,,,,,Buikslotermeerplein Boven t Y Shopping Mall,,,,,,,,,,,,,,Buikslotermeerplein Amsterdam,,,,,,,,,,,,,,,httpwwwboventynl,,Boven t Y,,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Cafe De Pont,,,,,,,,,,,,,,Buiksloterweg 35 1031 CC Amsterdam,,,,,,,,,,,,,,,httpcafedepontnl,,,,,drink,31 20 636 3388,,,,,,,,,,,soft drink,Classical,No,,,,,,,,,,,,
,,,,,Tolhuistuin,,,,,,,,,,,,,,Tolhuisweg 5 1031 CL Amsterdam,,,,,,,,,,,,,,,httptolhuistuinnl,,,,,drink,31 20 7630650,,,,,,,,,,,Beer,Classical,No,,,,,,,,,,,,
,,,,,NH Galaxy,,,,,,,,,,,,,,Distelkade 21 1031 XP Amsterdam,,,,,,,,,,,,,,,httpnhhotelsnl,,,,,sleep,31 20 634800,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Bastion Hotel Amsterdam CentrumNoord,,,,,,,,,,,,,,Buikslotermeer Amsterdam,,,,,,,,,,,,,,,httpwwwbastionhotelsnl,,,,,sleep,31 20 6323131,,,,,,,,,,,,,,,,,,,,,,,,,
17B,Stationsplein,,,,Amsterdam Centraal railway station,,Chocolate Company,This beautiful building is an attraction in itself so if you did not arrive in Amsterdam by train it is well worth making a special trip to look at the stations facade The station was built between 1881 and 1889 on three artificial islands It was designed by Pierre Cuypers who also designed the Rijksmuseum in a similar neolateGothicRenaissance style At the time the project was highly controversial as the new station would effectively cut off the city from the IJ waterfront Politicians in The Hague pushed it through anyway and now it is widely regarded as the most beautiful station in the country,52.378677,,X X  X X X    yes 368 no 41 only 25 X,,Amsterdam 28657878568329jpg,,,Chocolate Company,,1012AB,Stationsplein,,,yes,coffeeshop,,,,,4.899901,,,,,,,,,,MoFr 08001900 SaSu 10001700,see,31 20 723 2229,cafe,,,httpswwwchocolatecompanynl,,,,,,,,,,,,,,,,,,,,,
,,,,,Beurs van Berlage,,,Take a guided tour and check out the view from the top of the old stock exchange tower It was built in 1903 by Hendrik Petrus Berlage and is considered the beginning of modern Dutch architecture Costs €350 located on Beursplein near Dam Square,52.375036,,X X,,Beurs van Berlage Amsterdam 20052011jpg,,,R Hotel Info,,,,,,,,,gift,,,4.896205,,,,,,httpwwwbeursvanberlagenl,,,,,see,,,,€350,,,,,,,,,,,,,,,,,,,,,,
8,Mozes en Aäronstraat,,,,Royal Palace,,,The Royal Palace is one of the three official palaces of the Netherlands It is at the disposal of King WillemAlexander by the Act of Parliament It was built in 1651 as the city hall of Amsterdam in a period known as the Dutch Golden Age Many school children learn that because of the swampy soil it was built on no less than 13569 wooden poles In 1795 the French Empire of Napoleon Bonaparte invaded the Netherlands and his brother Louis Napoleon became the first King of Holland in 1806 He acquired the city hall in that year and turned it into a royal palace It was restored to the original owners when Prince William VI returned to the Netherlands in 1812 but when he was crowned as King William I he decided that Amsterdam should be the official capital and acquired the city hall once again as a royal palace This is still a delicate subject among the locals some of who would like to see the palace returned to Amsterdam It was completely renovated in 2009 It is mainly used for diplomatic receptions and to welcome visiting heads of state not as a royal residence,52.373199,,X X,,Amsterdam paleis op de Dam 20070326 1132 JPG,,,“Russian Treasures” from Kaufman Collection,,1012XZ,Dam,,,,,,gift,,,4.891276,,TuSu 12001700,,,,httpwwwpaleisamsterdamnl,,Koninklijk Paleis,,,see,31 20 6204060,,,€750,,,,,,,,,,,,,,,,,,,,,,
,,,,,Nationaal Monument,,,A large spire that functions as a memorial for the victims of World War II It was designed by architect JJP Oud and revealed at 4 May 1956 Every 4 May at the Remembrance of the Dead a ceremony is held here to commemorate all civilians and members of the Dutch armed forces that died in World War II and later armed conflicts,52.372777,,X X yes 2234 limited 983 no 881,,Amsterdam 28657877678529jpg,yes,,SVNRS,,,Dam Square,,,,,,gift,,,4.893612,,,,,,,,,,,see,31 20 2514900,,,,,,,,,,,,,,,,,,,,,,,,,
371A,Nieuwezijds Voorburgwal,,,,Begijnhof,,,The Begijnhof is a late medieval enclosed courtyard with the houses of beguines Roman Catholic women living in a semireligious community It is a very picturesque group of historic buildings mostly private dwellings House number 34 is the oldest home in Amsterdam The courtyard also has a Reformed Church and a hidden Catholic chapel Surprisingly it feels like a serene oasis as it is surrounded by the chaotic Kalverstraat and Spui Entry to the courtyard and surrounding gardens is free but be careful not to disturb the local community still living here,52.369447,,X X   X,,Begijnhof Amsterdam P1020929JPG,,,Exalto,,1012RM,,,,,,,books,,,4.889943,,,,,,,,,,,see,,,,,httprecordsandbooksnl,,,,,,,,,,,,,,,,,,,,,
